"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"IMV","615","2018-06-01","2020-11-06","8","2019-03-22","2020-11-12"
"IMVT","222","2019-12-19","2020-11-04","3","2020-06-29","2020-11-12"
"IMXI","913","2017-03-27","2020-11-06","7","2019-03-12","2020-11-04"
"INAP","5172","1999-09-29","2020-05-26","43","2009-05-07","2019-11-12"
"INAQU","44","2020-09-03","2020-11-04","0","NULL","NULL"
"INB","3125","2007-07-27","2020-02-13","0","NULL","NULL"
"INBK","3992","2004-12-28","2020-11-03","30","2013-07-24","2020-10-21"
"INBKL","1015","2016-10-12","2020-11-03","0","NULL","NULL"
"INBKZ","352","2019-06-17","2020-11-04","0","NULL","NULL"
"INBX","55","2020-08-19","2020-11-04","0","NULL","NULL"
"INCY","5748","1998-01-02","2020-11-03","47","2009-05-07","2020-11-05"
"INDB","5748","1998-01-02","2020-11-03","46","2009-07-23","2020-10-22"
"INDU","275","2017-08-21","2018-09-21","0","NULL","NULL"
"INDUU","171","2017-07-27","2018-09-21","0","NULL","NULL"
"INDUW","162","2017-08-21","2018-07-19","0","NULL","NULL"
"INDY","2757","2009-11-20","2020-11-03","0","NULL","NULL"
"INF","2145","2011-08-29","2020-03-17","0","NULL","NULL"
"INFI","5100","2000-07-28","2020-11-03","47","2009-05-04","2020-11-09"
"INFN","3378","2007-06-07","2020-11-03","46","2009-07-21","2020-11-05"
"INFO","1607","2014-06-19","2020-11-03","17","2016-09-27","2020-09-29"
"INFR","968","2016-12-30","2020-11-03","0","NULL","NULL"
"INFU","3237","2007-12-27","2020-11-03","34","2011-03-10","2020-11-12"
"INFY","5453","1999-03-11","2020-11-06","46","2009-07-10","2020-10-14"
"ING","5751","1998-01-02","2020-11-06","39","2009-05-13","2019-02-06"
"INGN","1693","2014-02-14","2020-11-03","28","2014-03-27","2020-11-04"
"INGR","5751","1998-01-02","2020-11-06","33","2012-07-31","2020-08-04"
"INMB","446","2019-02-04","2020-11-06","8","2019-05-15","2020-11-05"
"INMD","316","2019-08-08","2020-11-05","5","2019-11-05","2020-11-12"
"INN","2454","2011-02-09","2020-11-06","40","2011-04-01","2020-11-03"
"INNT","1093","2016-07-08","2020-11-06","8","2016-08-15","2019-11-07"
"INO","5513","1998-12-08","2020-11-03","47","2009-05-14","2020-11-09"
"INOD","5748","1998-01-02","2020-11-03","39","2009-05-07","2018-11-08"
"INOV","1443","2015-02-12","2020-11-03","24","2015-03-25","2020-10-28"
"INPX","2344","2011-07-14","2020-11-03","17","2014-05-15","2018-11-05"
"INS","5748","1998-01-02","2020-11-03","43","2009-05-15","2020-11-03"
"INSE","969","2016-12-29","2020-11-03","17","2017-02-09","2020-11-12"
"INSG","5019","2000-11-21","2020-11-03","25","2014-11-06","2020-11-05"
"INSI","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"INSM","5140","2000-06-01","2020-11-03","47","2009-05-13","2020-10-29"
"INSP","635","2018-05-03","2020-11-06","8","2019-02-26","2020-11-02"
"INST","1096","2015-11-13","2020-04-23","16","2016-02-09","2019-10-28"
"INSU","367","2019-06-04","2020-11-13","0","NULL","NULL"
"INSUU","265","2019-03-20","2020-10-14","0","NULL","NULL"
"INSUW","176","2019-06-04","2020-11-13","0","NULL","NULL"
"INSW","991","2016-12-01","2020-11-06","17","2016-12-05","2020-11-06"
"INSY","4833","2000-04-14","2019-07-02","24","2013-08-13","2019-05-10"
"INT","5751","1998-01-02","2020-11-06","47","2009-05-07","2020-10-29"
"INTC","5748","1998-01-02","2020-11-03","46","2009-07-14","2020-10-22"
"INTG","5747","1998-01-02","2020-11-03","28","2011-11-14","2018-11-02"
"INTL","5662","1998-01-02","2020-07-02","34","2010-12-14","2019-02-06"
"INTT","5550","1998-01-02","2020-01-23","46","2009-08-05","2020-11-10"
"INTU","5748","1998-01-02","2020-11-03","46","2009-05-20","2020-08-25"
"INTX","3701","2004-04-30","2019-01-11","0","NULL","NULL"
"INUV","5601","1998-08-04","2020-11-03","47","2009-08-14","2020-11-09"
"INVA","4875","2001-06-14","2020-11-03","28","2014-02-06","2020-10-28"
"INVE","5748","1998-01-02","2020-11-03","44","2010-03-05","2020-11-10"
"INVH","950","2017-02-01","2020-11-06","15","2017-05-11","2020-10-28"
"INWK","3558","2006-08-16","2020-10-02","46","2009-05-07","2020-08-06"
"INXN","2298","2011-01-28","2020-04-23","36","2011-03-23","2019-11-07"
"INZY","73","2020-07-24","2020-11-04","2","2020-09-03","2020-11-12"
"IO","5751","1998-01-02","2020-11-06","47","2009-05-06","2020-11-04"
"IONS","5497","1998-12-30","2020-11-03","28","2014-02-28","2020-11-04"
"IOR","5747","1998-01-02","2020-11-03","20","2014-03-31","2018-11-13"
"IOSP","5658","1998-05-13","2020-11-03","47","2009-05-06","2020-11-03"
"IOTS","1176","2015-10-27","2020-06-29","19","2015-11-12","2020-06-22"
"IOVA","2531","2010-10-15","2020-11-03","23","2015-05-11","2020-11-05"
"IP","5751","1998-01-02","2020-11-06","46","2009-07-30","2020-10-29"
"IPAR","5748","1998-01-02","2020-11-03","47","2009-05-11","2020-11-09"
"IPAS","3870","2003-09-29","2019-02-13","39","2009-05-05","2018-11-13"
"IPB","4223","2004-01-20","2020-11-03","0","NULL","NULL"
"IPCC","3877","2003-02-12","2018-07-18","0","NULL","NULL"
"IPCI","2410","2009-10-26","2019-05-23","34","2010-03-01","2018-10-15"
"IPDN","1937","2013-03-05","2020-11-11","23","2013-05-15","2018-11-20"
"IPG","5751","1998-01-02","2020-11-06","46","2009-07-28","2020-10-21"
"IPGP","3503","2006-12-13","2020-11-11","47","2009-05-05","2020-10-30"
"IPHA","266","2019-10-17","2020-11-04","0","NULL","NULL"
"IPHI","2514","2010-11-12","2020-11-06","40","2011-02-02","2020-10-29"
"IPHS","3339","2006-11-02","2020-02-10","43","2009-05-04","2019-11-06"
"IPI","3161","2008-04-22","2020-11-06","48","2009-05-07","2020-11-02"
"IPIC","387","2018-02-01","2019-09-03","2","2019-02-26","2019-05-20"
"IPKW","1691","2014-02-27","2020-11-11","0","NULL","NULL"
"IPLDP","469","2018-12-31","2020-11-06","0","NULL","NULL"
"IPOA","523","2017-09-29","2019-10-31","0","NULL","NULL"
"IPWR","1755","2013-11-22","2020-11-11","22","2014-05-13","2019-08-14"
"IPXL","5130","1998-01-02","2019-07-15","0","NULL","NULL"
"IQ","659","2018-03-29","2020-11-06","7","2019-02-21","2020-08-13"
"IQI","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"IQV","1890","2013-05-09","2020-11-06","28","2014-02-13","2020-10-20"
"IR","5751","1998-01-02","2020-11-06","46","2009-07-24","2020-11-02"
"IRBT","3778","2005-11-09","2020-11-11","46","2009-07-22","2020-10-20"
"IRCP","4285","2003-11-05","2020-11-11","19","2015-05-26","2020-06-16"
"IRDM","3186","2008-03-20","2020-11-11","43","2009-11-16","2020-10-20"
"IRDMB","1256","2014-05-16","2019-05-14","0","NULL","NULL"
"IRET","5751","1998-01-02","2020-11-06","45","2009-06-30","2020-11-02"
"IRIX","5754","1998-01-02","2020-11-11","47","2009-05-14","2020-11-09"
"IRL","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"IRM","5751","1998-01-02","2020-11-06","46","2009-07-30","2020-11-05"
"IRMD","1595","2014-07-16","2020-11-11","26","2014-08-12","2020-10-30"
"IROQ","2354","2011-07-08","2020-11-11","26","2012-11-13","2019-01-30"
"IRR","3534","2006-10-25","2020-11-06","0","NULL","NULL"
"IRS","5752","1998-01-02","2020-11-09","30","2009-11-11","2018-11-08"
"IRT","1824","2013-08-13","2020-11-06","29","2013-11-01","2020-10-28"
"IRTC","1023","2016-10-20","2020-11-11","17","2016-12-05","2020-11-05"
"IRWD","2714","2010-02-03","2020-11-11","43","2010-05-11","2020-11-05"
"ISBC","3798","2005-10-12","2020-11-11","46","2009-08-04","2020-10-28"
"ISCA","5486","1998-01-02","2019-10-21","43","2009-07-07","2019-10-04"
"ISD","2148","2012-04-27","2020-11-06","0","NULL","NULL"
"ISDR","3959","2005-02-14","2020-11-03","42","2009-10-28","2020-10-29"
"ISDS","465","2018-09-14","2020-08-17","0","NULL","NULL"
"ISDX","531","2018-09-14","2020-11-06","0","NULL","NULL"
"ISEE","1794","2013-09-25","2020-11-06","5","2019-05-08","2020-11-02"
"ISEM","538","2018-09-13","2020-11-06","0","NULL","NULL"
"ISF","3020","2007-06-13","2019-06-28","0","NULL","NULL"
"ISG","3741","2005-09-23","2020-11-06","0","NULL","NULL"
"ISHG","2970","2009-01-28","2020-11-11","0","NULL","NULL"
"ISIG","5754","1998-01-02","2020-11-11","38","2009-07-22","2018-11-13"
"ISL","4610","2000-01-03","2018-06-06","0","NULL","NULL"
"ISNS","5754","1998-01-02","2020-11-11","39","2009-05-06","2018-11-13"
"ISR","3771","2005-11-10","2020-11-03","46","2009-05-18","2020-11-10"
"ISRG","5135","2000-06-16","2020-11-11","46","2009-07-22","2020-10-15"
"ISRL","5490","1998-01-02","2019-10-25","36","2009-05-15","2018-11-09"
"ISSC","5101","2000-08-04","2020-11-11","39","2009-07-28","2019-02-06"
"ISTB","2026","2012-10-24","2020-11-11","0","NULL","NULL"
"ISTR","1605","2014-07-01","2020-11-11","25","2014-07-25","2020-10-22"
"IT","5752","1998-01-02","2020-11-09","47","2009-05-08","2020-11-03"
"ITACU","41","2020-09-09","2020-11-04","0","NULL","NULL"
"ITCB","1222","2016-01-04","2020-11-06","17","2014-02-20","2018-10-31"
"ITCI","1726","2014-01-07","2020-11-11","28","2014-03-25","2020-11-09"
"ITEQ","1266","2015-11-03","2020-11-11","0","NULL","NULL"
"ITG","5325","1998-01-02","2019-06-28","39","2009-07-30","2019-02-26"
"ITGR","5059","2000-09-29","2020-11-06","18","2016-07-28","2020-10-29"
"ITI","5754","1998-01-02","2020-11-11","46","2009-05-28","2020-11-04"
"ITIC","5754","1998-01-02","2020-11-11","39","2009-05-04","2018-11-02"
"ITMR","429","2019-03-07","2020-11-13","2","2019-11-26","2020-08-11"
"ITOS","73","2020-07-24","2020-11-04","2","2020-09-01","2020-11-12"
"ITP","3301","2007-10-01","2020-11-06","16","2014-02-25","2017-11-03"
"ITRI","5754","1998-01-02","2020-11-11","46","2009-07-29","2020-11-02"
"ITRM","619","2018-05-25","2020-11-06","9","2019-02-13","2020-08-06"
"ITRN","3808","2005-09-28","2020-11-11","46","2009-05-18","2020-08-25"
"ITT","5751","1998-01-02","2020-11-06","45","2009-07-31","2020-10-30"
"ITUB","4711","2002-02-25","2020-11-06","41","2009-08-10","2020-11-03"
"ITUS","813","2015-07-10","2018-09-28","0","NULL","NULL"
"ITW","5751","1998-01-02","2020-11-06","46","2009-07-22","2020-10-23"
"IUS","538","2018-09-12","2020-11-06","0","NULL","NULL"
"IUSB","1618","2014-06-12","2020-11-11","0","NULL","NULL"
"IUSG","5106","2000-07-28","2020-11-11","0","NULL","NULL"
"IUSS","527","2018-09-13","2020-11-06","0","NULL","NULL"
"IUSV","5101","2000-08-04","2020-11-11","0","NULL","NULL"
"IVA","83","2020-07-10","2020-11-04","0","NULL","NULL"
"IVAC","5754","1998-01-02","2020-11-11","46","2009-07-27","2020-10-26"
"IVC","5751","1998-01-02","2020-11-06","46","2009-07-23","2020-10-29"
"IVENC","524","2017-08-18","2019-10-11","0","NULL","NULL"
"IVFGC","733","2016-10-18","2019-10-11","0","NULL","NULL"
"IVFVC","725","2016-10-18","2019-10-11","0","NULL","NULL"
"IVH","1877","2013-05-29","2020-11-06","0","NULL","NULL"
"IVR","2860","2009-07-01","2020-11-06","44","2009-11-05","2020-11-09"
"IVTY","827","2015-06-15","2018-09-24","0","NULL","NULL"
"IVZ","5751","1998-01-02","2020-11-06","46","2009-07-27","2020-10-27"
"IX","5574","1998-09-16","2020-11-06","32","2009-11-04","2019-05-07"
"IXUS","2026","2012-10-24","2020-11-11","0","NULL","NULL"
"IZEA","2317","2011-06-14","2020-11-11","27","2014-05-14","2020-11-12"
"JACK","5754","1998-01-02","2020-11-11","46","2009-05-13","2020-08-05"
"JAG","749","2017-01-27","2020-03-05","12","2017-03-23","2019-11-07"
"JAGX","1387","2015-05-13","2020-11-11","21","2015-06-26","2020-08-13"
"JAKK","5754","1998-01-02","2020-11-11","46","2009-07-28","2020-11-02"
"JAMF","75","2020-07-22","2020-11-04","2","2020-09-01","2020-11-12"
"JAN","5288","1999-11-01","2020-11-04","0","NULL","NULL"
"JASN","1729","2013-10-18","2020-08-31","20","2014-11-06","2019-08-12"
"JASNW","1135","2014-09-24","2019-07-15","0","NULL","NULL"
"JASO","2889","2007-02-07","2019-06-28","0","NULL","NULL"
"JAX","1288","2015-09-29","2020-11-06","16","2016-03-09","2019-11-07"
"JAZZ","3388","2007-06-01","2020-11-11","47","2009-05-07","2020-11-02"
"JBGS","835","2017-07-18","2020-11-06","11","2017-11-13","2020-11-03"
"JBHT","5754","1998-01-02","2020-11-11","46","2009-07-14","2020-10-16"
"JBK","4171","2004-04-05","2020-11-06","0","NULL","NULL"
"JBL","5751","1998-01-02","2020-11-06","46","2009-06-23","2020-09-24"
"JBLU","4681","2002-04-12","2020-11-11","46","2009-07-23","2020-10-27"
"JBN","3345","2007-02-16","2020-06-01","0","NULL","NULL"
"JBR","3300","2007-04-23","2020-06-01","0","NULL","NULL"
"JBSS","5754","1998-01-02","2020-11-11","46","2009-08-18","2020-10-26"
"JBT","3098","2008-07-22","2020-11-06","47","2009-05-04","2020-10-27"
"JCAP","1416","2015-03-27","2020-11-06","21","2015-08-11","2020-08-06"
"JCE","3430","2007-03-28","2020-11-06","0","NULL","NULL"
"JCI","5751","1998-01-02","2020-11-06","46","2009-07-30","2020-11-03"
"JCO","911","2017-03-29","2020-11-06","0","NULL","NULL"
"JCOM","5363","1999-07-23","2020-11-11","47","2009-05-05","2020-11-02"
"JCP","5752","1998-01-02","2020-11-09","44","2009-05-15","2020-02-27"
"JCS","5754","1998-01-02","2020-11-11","45","2009-05-12","2020-10-30"
"JCTCF","5754","1998-01-02","2020-11-11","39","2009-07-14","2019-01-14"
"JD","1632","2014-05-22","2020-11-11","25","2014-08-15","2020-08-17"
"JDD","4309","2003-09-29","2020-11-06","0","NULL","NULL"
"JE","2983","2009-01-05","2020-11-06","33","2012-05-17","2020-11-11"
"JEC","5751","1998-01-02","2020-11-06","42","2009-07-27","2019-11-25"
"JEF","5751","1998-01-02","2020-11-06","23","2014-02-28","2020-09-23"
"JELD","953","2017-01-27","2020-11-06","15","2017-05-12","2020-11-03"
"JEMD","785","2017-09-27","2020-11-06","0","NULL","NULL"
"JEQ","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"JFIN","384","2019-05-10","2020-11-13","6","2019-09-04","2020-09-02"
"JFK","379","2019-05-16","2020-11-13","0","NULL","NULL"
"JFKKR","257","2019-05-16","2020-10-16","0","NULL","NULL"
"JFKKU","382","2019-03-28","2020-11-06","0","NULL","NULL"
"JFKKW","276","2019-05-16","2020-11-13","0","NULL","NULL"
"JFR","4186","2004-03-25","2020-11-06","0","NULL","NULL"
"JFU","310","2019-08-15","2020-11-04","0","NULL","NULL"
"JG","577","2018-07-26","2020-11-06","2","2019-02-28","2019-11-21"
"JGH","1500","2014-11-24","2020-11-06","0","NULL","NULL"
"JHA","674","2015-11-13","2018-07-19","0","NULL","NULL"
"JHAA","475","2018-12-19","2020-11-06","0","NULL","NULL"
"JHB","1060","2016-08-24","2020-11-06","0","NULL","NULL"
"JHD","892","2016-05-11","2019-11-22","0","NULL","NULL"
"JHG","5126","2000-06-26","2020-11-06","14","2017-08-08","2020-10-29"
"JHI","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"JHS","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"JHX","5247","2000-01-03","2020-11-06","37","2009-11-23","2019-02-05"
"JHY","1323","2015-07-29","2020-10-27","0","NULL","NULL"
"JILL","925","2017-03-09","2020-11-06","15","2017-03-30","2020-09-03"
"JJSF","5754","1998-01-02","2020-11-11","45","2009-07-23","2020-07-27"
"JKHY","5754","1998-01-02","2020-11-11","47","2009-05-05","2020-11-04"
"JKI","4115","2004-07-13","2020-11-11","0","NULL","NULL"
"JKS","2641","2010-05-14","2020-11-06","41","2010-08-16","2020-09-23"
"JLL","5751","1998-01-02","2020-11-06","46","2009-08-04","2020-11-02"
"JLS","2756","2009-11-27","2020-11-06","0","NULL","NULL"
"JMBA","3279","2005-07-28","2018-08-06","0","NULL","NULL"
"JMEI","1489","2014-05-16","2020-05-15","6","2014-08-18","2015-11-20"
"JMF","2313","2011-02-25","2020-05-15","0","NULL","NULL"
"JMIA","398","2019-04-12","2020-11-06","4","2019-05-16","2020-11-10"
"JMLP","1538","2014-03-27","2020-05-15","0","NULL","NULL"
"JMM","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"JMP","3400","2007-05-11","2020-11-09","46","2009-05-07","2020-10-28"
"JMPB","1690","2013-02-07","2019-10-25","0","NULL","NULL"
"JMPD","741","2017-11-30","2020-11-09","0","NULL","NULL"
"JMPNL","738","2017-11-30","2020-11-04","0","NULL","NULL"
"JMPNZ","280","2019-09-27","2020-11-04","0","NULL","NULL"
"JMT","2471","2010-02-24","2020-02-13","0","NULL","NULL"
"JMU","1272","2015-04-08","2020-04-24","11","2016-06-28","2018-11-29"
"JNCE","956","2017-01-27","2020-11-11","16","2017-03-10","2020-11-06"
"JNJ","5752","1998-01-02","2020-11-09","46","2009-07-14","2020-10-13"
"JNP","4678","2000-01-03","2018-08-06","0","NULL","NULL"
"JNPR","5380","1999-06-25","2020-11-09","46","2009-07-23","2020-10-27"
"JOB","5749","1998-01-02","2020-11-04","39","2009-07-31","2020-08-14"
"JOBS","4060","2004-09-29","2020-11-11","45","2009-05-11","2020-08-10"
"JOE","5752","1998-01-02","2020-11-09","39","2009-05-05","2018-10-31"
"JOF","5752","1998-01-02","2020-11-09","0","NULL","NULL"
"JONE","1442","2013-07-24","2019-04-15","22","2013-11-06","2019-02-26"
"JOUT","5754","1998-01-02","2020-11-11","46","2009-05-07","2020-07-31"
"JP","1341","2015-07-16","2020-11-09","14","2015-08-26","2018-12-07"
"JPC","4436","2003-03-31","2020-11-09","0","NULL","NULL"
"JPI","2086","2012-07-27","2020-11-09","0","NULL","NULL"
"JPM","5752","1998-01-02","2020-11-09","46","2009-07-16","2020-10-13"
"JPS","4565","2002-09-24","2020-11-09","0","NULL","NULL"
"JPT","954","2017-01-27","2020-11-09","0","NULL","NULL"
"JQC","4375","2003-06-26","2020-11-09","0","NULL","NULL"
"JRI","2149","2012-04-27","2020-11-09","0","NULL","NULL"
"JRJC","4048","2004-10-15","2020-11-11","39","2009-05-26","2018-11-28"
"JRJR","632","2016-01-04","2018-07-06","0","NULL","NULL"
"JRO","4102","2004-07-28","2020-11-09","0","NULL","NULL"
"JRS","4777","2001-11-19","2020-11-09","0","NULL","NULL"
"JRSH","634","2018-05-04","2020-11-06","7","2019-06-28","2020-11-12"
"JRVR","1490","2014-12-12","2020-11-11","23","2015-02-18","2020-10-28"
"JSD","2381","2011-05-26","2020-11-09","0","NULL","NULL"
"JSM","4248","2003-12-30","2020-11-11","0","NULL","NULL"
"JSMD","1189","2016-02-25","2020-11-11","0","NULL","NULL"
"JSML","1189","2016-02-25","2020-11-11","0","NULL","NULL"
"JSYN","818","2016-04-26","2019-08-02","8","2016-08-12","2018-11-19"
"JSYNR","552","2016-04-26","2019-06-19","0","NULL","NULL"
"JSYNU","711","2016-03-03","2019-06-28","0","NULL","NULL"
"JSYNW","621","2016-04-26","2019-08-02","0","NULL","NULL"
"JT","750","2017-11-16","2020-11-09","8","2017-12-12","2019-08-26"
"JTA","4226","2004-01-29","2020-11-09","0","NULL","NULL"
"JTD","3344","2007-08-01","2020-11-09","0","NULL","NULL"
"JTPY","1654","2012-05-11","2018-12-06","0","NULL","NULL"
"JUNO","825","2014-12-19","2019-07-15","0","NULL","NULL"
"JVA","3911","2005-05-03","2020-11-11","41","2009-09-10","2020-01-29"
"JWN","5752","1998-01-02","2020-11-09","46","2009-05-14","2020-08-25"
"JXSB","4642","2000-01-03","2018-07-13","0","NULL","NULL"
"JYNT","1512","2014-11-11","2020-11-11","25","2014-12-22","2020-11-05"
"K","5752","1998-01-02","2020-11-09","46","2009-07-30","2020-10-29"
"KAAC","318","2017-05-02","2018-08-06","0","NULL","NULL"
"KAACU","268","2017-03-30","2018-08-06","0","NULL","NULL"
"KAACW","194","2017-05-01","2018-08-06","0","NULL","NULL"
"KAI","5752","1998-01-02","2020-11-09","47","2009-05-06","2020-10-27"
"KALA","836","2017-07-20","2020-11-11","13","2017-11-07","2020-11-05"
"KALU","3614","2006-07-07","2020-11-11","46","2009-07-29","2020-10-21"
"KALV","1411","2015-04-09","2020-11-11","18","2015-05-19","2020-09-14"
"KAMN","5752","1998-01-02","2020-11-09","46","2009-05-11","2020-11-04"
"KANG","1205","2014-04-09","2019-05-16","0","NULL","NULL"
"KAP","1459","2012-10-17","2018-08-06","0","NULL","NULL"
"KAR","2747","2009-12-11","2020-11-09","44","2010-02-25","2020-11-03"
"KB","4782","2001-11-12","2020-11-09","32","2010-10-29","2018-11-14"
"KBAL","5754","1998-01-02","2020-11-11","20","2014-11-06","2020-11-04"
"KBH","5752","1998-01-02","2020-11-09","46","2009-06-26","2020-09-22"
"KBLM","846","2017-06-27","2020-11-11","0","NULL","NULL"
"KBLMR","464","2017-06-27","2020-11-11","0","NULL","NULL"
"KBLMU","330","2017-06-02","2020-11-11","0","NULL","NULL"
"KBLMW","528","2017-06-27","2020-11-11","0","NULL","NULL"
"KBNT","60","2020-08-12","2020-11-04","0","NULL","NULL"
"KBNTW","60","2020-08-12","2020-11-04","0","NULL","NULL"
"KBR","3519","2006-11-16","2020-11-09","46","2009-07-30","2020-10-29"
"KBSF","1953","2013-02-12","2020-11-11","3","2016-07-06","2018-12-31"
"KBWB","2273","2011-11-01","2020-11-11","0","NULL","NULL"
"KBWD","2441","2010-12-02","2020-08-13","0","NULL","NULL"
"KBWP","2490","2010-12-22","2020-11-11","0","NULL","NULL"
"KBWR","2273","2011-11-01","2020-11-11","0","NULL","NULL"
"KBWY","2505","2010-12-02","2020-11-12","0","NULL","NULL"
"KC","126","2020-05-08","2020-11-04","2","2020-06-03","2020-08-18"
"KCAP","3181","2006-12-12","2019-08-02","37","2009-05-08","2019-02-26"
"KCAPL","798","2017-08-28","2020-11-12","0","NULL","NULL"
"KDMN","1081","2016-07-27","2020-11-09","18","2016-09-07","2020-11-05"
"KDP","3157","2008-04-28","2020-11-06","24","2014-02-12","2020-10-29"
"KE","1519","2014-11-03","2020-11-12","21","2014-11-19","2020-11-03"
"KED","2949","2006-09-21","2018-06-08","0","NULL","NULL"
"KEG","5522","1998-01-02","2020-03-30","22","2014-02-13","2019-11-07"
"KELYA","5754","1998-01-02","2020-11-11","46","2009-08-05","2020-11-05"
"KELYB","5742","1998-01-02","2020-11-11","38","2009-08-05","2018-11-07"
"KEM","5648","1998-01-02","2020-06-12","40","2010-07-28","2020-05-14"
"KEN","1467","2015-01-14","2020-11-09","14","2015-05-27","2018-11-28"
"KEP","5752","1998-01-02","2020-11-09","23","2013-06-03","2018-12-17"
"KEQU","5755","1998-01-02","2020-11-12","40","2009-06-24","2019-02-26"
"KERN","679","2018-02-26","2020-11-04","4","2020-02-12","2020-11-12"
"KERNW","581","2018-02-27","2020-11-04","0","NULL","NULL"
"KERX","4623","2000-07-28","2018-12-12","0","NULL","NULL"
"KEX","5752","1998-01-02","2020-11-09","46","2009-07-29","2020-10-29"
